time="2026-08-18T00:37:45+08:00" level=warning msg="open /etc/rancher/k3s/config.yaml.d: permission denied"
time="2026-08-18T00:37:45+08:00" level=warning msg="open /etc/rancher/k3s/config.yaml.d: permission denied"
time="2026-08-18T00:37:45+08:00" level=warning msg="open /etc/rancher/k3s/config.yaml.d: permission denied"
LAST SEEN   TYPE      REASON              OBJECT                                          MESSAGE
9m41s       Normal    ScalingReplicaSet   deployment/enterprise-doc-web                   Scaled down replica set enterprise-doc-web-94f75b5d8 from 2 to 1
9m41s       Normal    Created             pod/enterprise-doc-consumer-7576b7d64c-kg26x    Container created
9m41s       Normal    Pulled              pod/enterprise-doc-consumer-7576b7d64c-kg26x    Container image "ghcr.io/drew-z/enterprise-doc-consumer@sha256:9b60599b82472b125cf25db722be3c62f4e5793f63583db88064b093d9f28728" already present on machine and can be accessed by the pod
9m41s       Normal    SuccessfulDelete    replicaset/enterprise-doc-web-94f75b5d8         Deleted pod: enterprise-doc-web-94f75b5d8-s5cm5
9m41s       Normal    Killing             pod/enterprise-doc-web-94f75b5d8-s5cm5          Stopping container web
9m41s       Normal    SuccessfulCreate    replicaset/enterprise-doc-web-5fcfd4c456        Created pod: enterprise-doc-web-5fcfd4c456-99vkf
9m41s       Normal    Created             pod/enterprise-doc-web-5fcfd4c456-99vkf         Container created
9m40s       Normal    Started             pod/enterprise-doc-worker-755467f7f9-9cjn5      Container started
9m40s       Normal    Created             pod/enterprise-doc-worker-755467f7f9-9cjn5      Container created
9m40s       Normal    Pulled              pod/enterprise-doc-worker-755467f7f9-9cjn5      Container image "ghcr.io/drew-z/enterprise-doc-worker@sha256:34f0685a50973caaeaec078aa253db0b5660fb03ba0f7527ed5d3dd1772cfe4a" already present on machine and can be accessed by the pod
9m40s       Normal    Started             pod/enterprise-doc-web-5fcfd4c456-99vkf         Container started
9m36s       Normal    SuccessfulCreate    replicaset/enterprise-doc-web-5fcfd4c456        Created pod: enterprise-doc-web-5fcfd4c456-qc9pd
9m36s       Warning   Unhealthy           pod/enterprise-doc-worker-755467f7f9-9cjn5      Startup probe failed: Get "http://10.42.0.246:8081/health/live": dial tcp 10.42.0.246:8081: connect: connection refused
9m36s       Normal    ScalingReplicaSet   deployment/enterprise-doc-web                   Scaled up replica set enterprise-doc-web-5fcfd4c456 from 1 to 2
9m36s       Normal    ScalingReplicaSet   deployment/enterprise-doc-web                   Scaled down replica set enterprise-doc-web-94f75b5d8 from 1 to 0
9m36s       Normal    SuccessfulDelete    replicaset/enterprise-doc-web-94f75b5d8         Deleted pod: enterprise-doc-web-94f75b5d8-kvlqp
9m36s       Normal    Killing             pod/enterprise-doc-web-94f75b5d8-kvlqp          Stopping container web
9m35s       Normal    Created             pod/enterprise-doc-web-5fcfd4c456-qc9pd         Container created
9m35s       Normal    Started             pod/enterprise-doc-web-5fcfd4c456-qc9pd         Container started
9m35s       Normal    Pulled              pod/enterprise-doc-web-5fcfd4c456-qc9pd         Container image "ghcr.io/drew-z/enterprise-doc-web@sha256:c02e3bfb19f09c5248c3fe5a8bd786f5f1867f6a5b7716f4dd2313740111a303" already present on machine and can be accessed by the pod
9m33s       Normal    Pulled              pod/enterprise-doc-api-6b7867f4dc-sxt6m         Container image "ghcr.io/drew-z/enterprise-doc-api@sha256:731055539544faac51ea38bd673ef73d24be8acb6bfa32f59eb8b65b588d13c8" already present on machine and can be accessed by the pod
9m33s       Normal    Killing             pod/enterprise-doc-api-6dd8578d48-257dv         Stopping container api
9m33s       Normal    SuccessfulDelete    replicaset/enterprise-doc-api-6dd8578d48        Deleted pod: enterprise-doc-api-6dd8578d48-257dv
9m33s       Normal    Created             pod/enterprise-doc-api-6b7867f4dc-sxt6m         Container created
9m33s       Normal    SuccessfulCreate    replicaset/enterprise-doc-api-6b7867f4dc        Created pod: enterprise-doc-api-6b7867f4dc-sxt6m
9m33s       Normal    ScalingReplicaSet   deployment/enterprise-doc-api                   Scaled down replica set enterprise-doc-api-6dd8578d48 from 1 to 0
9m33s       Normal    ScalingReplicaSet   deployment/enterprise-doc-api                   Scaled up replica set enterprise-doc-api-6b7867f4dc from 1 to 2
9m33s       Normal    Started             pod/enterprise-doc-api-6b7867f4dc-sxt6m         Container started
9m24s       Normal    SuccessfulCreate    job/enterprise-doc-embedding-rollout            Created pod: enterprise-doc-embedding-rollout-2sj6d
9m24s       Normal    Pulled              pod/enterprise-doc-embedding-rollout-2sj6d      Container image "ghcr.io/drew-z/enterprise-doc-api@sha256:731055539544faac51ea38bd673ef73d24be8acb6bfa32f59eb8b65b588d13c8" already present on machine and can be accessed by the pod
9m24s       Normal    Started             pod/enterprise-doc-embedding-rollout-2sj6d      Container started
9m24s       Normal    Created             pod/enterprise-doc-embedding-rollout-2sj6d      Container created
9m14s       Normal    Completed           job/enterprise-doc-embedding-rollout            Job completed
9m8s        Normal    Pulled              pod/m5-staging-smoke-pjgz8                      Container image "curlimages/curl@sha256:94e9e444bcba979c2ea12e27ae39bee4cd10bc7041a472c4727a558e213744e6" already present on machine and can be accessed by the pod
9m8s        Normal    SuccessfulCreate    job/m5-staging-smoke                            Created pod: m5-staging-smoke-pjgz8
9m7s        Normal    Created             pod/m5-staging-smoke-pjgz8                      Container created
9m7s        Normal    Started             pod/m5-staging-smoke-pjgz8                      Container started
9m4s        Normal    Completed           job/m5-staging-smoke                            Job completed
109s        Normal    SuccessfulCreate    job/enterprise-doc-migrate                      Created pod: enterprise-doc-migrate-j2dql
109s        Normal    Started             pod/enterprise-doc-migrate-j2dql                Container started
109s        Normal    Pulled              pod/enterprise-doc-migrate-j2dql                Container image "ghcr.io/drew-z/enterprise-doc-api@sha256:731055539544faac51ea38bd673ef73d24be8acb6bfa32f59eb8b65b588d13c8" already present on machine and can be accessed by the pod
109s        Normal    Created             pod/enterprise-doc-migrate-j2dql                Container created
94s         Normal    Completed           job/enterprise-doc-migrate                      Job completed
92s         Normal    SuccessfulCreate    job/enterprise-doc-embedding-rollout            Created pod: enterprise-doc-embedding-rollout-txdmr
92s         Normal    Pulled              pod/enterprise-doc-embedding-rollout-txdmr      Container image "ghcr.io/drew-z/enterprise-doc-api@sha256:731055539544faac51ea38bd673ef73d24be8acb6bfa32f59eb8b65b588d13c8" already present on machine and can be accessed by the pod
92s         Normal    Started             pod/enterprise-doc-embedding-rollout-txdmr      Container started
92s         Normal    Created             pod/enterprise-doc-embedding-rollout-txdmr      Container created
82s         Normal    Completed           job/enterprise-doc-embedding-rollout            Job completed
81s         Normal    Created             pod/m5-staging-smoke-lvmfh                      Container created
81s         Normal    Pulled              pod/m5-staging-smoke-lvmfh                      Container image "curlimages/curl@sha256:94e9e444bcba979c2ea12e27ae39bee4cd10bc7041a472c4727a558e213744e6" already present on machine and can be accessed by the pod
81s         Normal    SuccessfulCreate    job/m5-staging-smoke                            Created pod: m5-staging-smoke-lvmfh
80s         Normal    Started             pod/m5-staging-smoke-lvmfh                      Container started
77s         Normal    Completed           job/m5-staging-smoke                            Job completed
